STATE,COUNTY,COUNTYFIPS,NRI_ID,POPULATION,AREA,RISK_RATNG,TOWERCOUNT,POP_DENS,TOWER_DENS
North Carolina,CASWELL,33,C37033,22714,433.03126854,1.0,1,52.45348696546116,0.23093020588826785
North Carolina,CATAWBA,35,C37035,160509,420.22343181,2.0,7,381.96108986272,1.6657805039213003
North Carolina,CURRITUCK,53,C37053,28088,531.74152512,2.0,10,52.82265663502823,1.8806129533974734
North Carolina,DARE,55,C37055,36860,1557.29801253,4.0,5,23.669201208391012,0.3210689257784999
North Carolina,DAVIDSON,57,C37057,168808,573.43003107,2.0,5,294.38290785888955,0.8719459618587081
Tennessee,DAVIDSON,37,C47037,715485,530.8624924200001,4.0,5,1347.7783987683442,0.9418634903375642
North Carolina,DAVIE,59,C37059,42692,269.29069791,1.0,3,158.53499705462588,1.1140377381333215
North Carolina,DUPLIN,61,C37061,48624,828.4979328600001,3.0,4,58.68934377681362,0.4828014460086676
North Carolina,DURHAM,63,C37063,324580,300.86958174,3.0,1,1078.8062991375766,0.3323699239440436
North Carolina,EDGECOMBE,65,C37065,48898,511.98422808,2.0,2,95.50684829369285,0.39063703339070255
North Carolina,GASTON,71,C37071,227866,367.35609885,2.0,5,620.2864215765829,1.3610771716196866
North Carolina,GRANVILLE,77,C37077,60973,543.01800657,2.0,3,112.28541091139677,0.5524678673087929
North Carolina,GUILFORD,81,C37081,540974,664.27494276,3.0,3,814.3826677434254,0.45162022633810056
North Carolina,HALIFAX,83,C37083,48603,737.64311166,2.0,3,65.88958702620198,0.4067007408567495
Virginia,HALIFAX,83,C51083,34002,837.89070885,1.0,3,40.58047146347707,0.3580419222117264
North Carolina,HAYWOOD,87,C37087,62051,560.09940597,2.0,6,110.785691501561,1.0712384151897085
Tennessee,HAYWOOD,75,C47075,17842,539.45347443,2.0,6,33.07421463704966,1.1122367886016027
North Carolina,HERTFORD,91,C37091,21546,364.03642977,2.0,1,59.186384213285656,0.27469778248067234
North Carolina,HYDE,95,C37095,4573,1473.76956987,2.0,4,3.1029274138177385,0.2714128505416784
South Dakota,HYDE,69,C46069,1257,874.98893118,1.0,4,1.4365896015448152,0.4571486401097264
North Carolina,IREDELL,97,C37097,186589,603.4235106900001,2.0,3,309.2173186733146,0.4971632604386881
North Carolina,JOHNSTON,101,C37101,215586,803.67649869,3.0,1,268.249725295448,0.12442817497214478
Oklahoma,JOHNSTON,69,C40069,10257,665.00365737,1.0,1,15.423975321526884,0.1503751128159002
North Carolina,LENOIR,107,C37107,55112,405.41682207,3.0,2,135.939105137784,0.4933194409122659
North Carolina,MCDOWELL,111,C37111,44525,449.84722263,2.0,3,98.97804801302927,0.6668930803797593
West Virginia,MCDOWELL,47,C54047,19078,540.2982546000001,2.0,3,35.3101270225721,0.5552488786440732
North Carolina,MECKLENBURG,119,C37119,1114693,551.5924514100001,3.0,13,2020.8634058544174,2.356812528302181
Virginia,MECKLENBURG,117,C51117,30027,686.08806669,2.0,13,43.765518535927704,1.894800482789024
North Carolina,MOORE,125,C37125,99632,712.8014244000001,2.0,11,139.77525379367071,1.5432067927276154
Tennessee,MOORE,127,C47127,6446,131.73353115,1.0,11,48.93211275616823,8.350189890131098
Texas,MOORE,341,C48341,21335,918.8037222,2.0,11,23.220410937077066,1.1972089069971772
North Carolina,NASH,127,C37127,94907,548.3078835,3.0,2,173.09070844318802,0.3647585709024372
North Carolina,NEW HANOVER,129,C37129,225344,332.17913547,4.0,1,678.3809575552087,0.30104238744107176
North Carolina,NORTHAMPTON,131,C37131,17436,556.11033777,2.0,9,31.3534901543429,1.6183838689440588
Pennsylvania,NORTHAMPTON,95,C42095,312822,380.95358379,2.0,9,821.1551572446753,2.362492540550881
Virginia,NORTHAMPTON,131,C51131,12215,803.28307137,2.0,9,15.206345602637072,1.120402050132899
North Carolina,PAMLICO,137,C37137,12213,567.29685558,3.0,1,21.528411236324448,0.17627455364222097
North Carolina,PASQUOTANK,139,C37139,40457,292.25102946000004,3.0,1,138.432360956105,0.34217159195220853
North Carolina,PENDER,141,C37141,60195,943.59672381,3.0,4,63.79314221964245,0.423909907597923
North Carolina,PERSON,145,C37145,39080,408.47051622,1.0,1,95.67398000141515,0.2448157113649313
North Carolina,PITT,147,C37147,169746,662.16849972,3.0,5,256.3486485264364,0.7550948137995488
North Carolina,RUTHERFORD,161,C37161,64379,572.97592911,2.0,7,112.35899577840819,1.2216918101381775
Tennessee,RUTHERFORD,149,C47149,341253,630.35676132,3.0,7,541.3648602505641,1.1104822585454044
North Carolina,SAMPSON,163,C37163,59021,957.39944196,3.0,4,61.64720534949496,0.4177984469900202
North Carolina,STANLY,167,C37167,62476,408.89046042,2.0,2,152.793977966193,0.4891285548568827
North Carolina,STOKES,169,C37169,44503,460.73678196,1.0,1,96.59094246975845,0.21704366552762389
North Carolina,SURRY,171,C37171,71351,542.0744604600001,1.0,3,131.62582856136058,0.5534295043994923
Virginia,SURRY,181,C51181,6561,313.44013623,1.0,3,20.932226736864315,0.9571205640998772
North Carolina,TYRRELL,177,C37177,3245,603.2045623500001,2.0,1,5.3796012207831065,0.16578123946943318
North Carolina,WAKE,183,C37183,1128357,865.66429404,3.0,6,1303.457942956189,0.6931093313319397
North Carolina,YADKIN,197,C37197,37209,341.12219856,1.0,4,109.0782134879308,1.1726003223728754
North Dakota,BARNES,3,C38003,10821,1528.68259167,1.0,8,7.0786440945720885,0.5233264278400952
North Dakota,BENSON,5,C38005,5945,1453.9275036,1.0,9,4.0889246439591185,0.6190129822646269
North Dakota,BILLINGS,7,C38007,945,1164.75751665,1.0,2,0.8113276681982252,0.17170955940703178
North Dakota,BOTTINEAU,9,C38009,6379,1714.83474786,1.0,9,3.719891965077433,0.5248319123012525
North Dakota,BOWMAN,11,C38011,2993,1178.83518519,1.0,5,2.5389469517043644,0.424147502790572
North Dakota,BURLEIGH,15,C38015,98437,1685.32668486,2.0,14,58.4082604781026,0.8306994795589425
North Dakota,CAVALIER,19,C38019,3703,1525.07779671,1.0,10,2.4280728550296646,0.655704254666396
North Dakota,DICKEY,21,C38021,4995,1153.68787482,1.0,7,4.329593912720394,0.6067498976785337
North Dakota,DIVIDE,23,C38023,2195,1307.66520924,1.0,11,1.6785641955525519,0.8411939020992287
North Dakota,DUNN,25,C38025,4088,2103.07428903,1.0,16,1.9438210154171522,0.7607910040771634
Wisconsin,DUNN,33,C55033,45411,872.61542667,2.0,16,52.040106800877396,1.8335683178393745
North Dakota,EMMONS,29,C38029,3301,1571.01258717,2.0,11,2.1011925855707974,0.7001853511444645
North Dakota,FOSTER,31,C38031,3391,653.39145612,1.0,5,5.189844415990065,0.7652380442332741
North Dakota,GRAND FORKS,35,C38035,73042,1453.94885064,3.0,14,50.23698046038437,0.962894945983655
North Dakota,GRIGGS,39,C38039,2300,723.81384504,1.0,3,3.177612608215439,0.4144712097672312
North Dakota,HETTINGER,41,C38041,2487,1145.23292598,1.0,3,2.1716106335938794,0.2619554443418431
North Dakota,KIDDER,43,C38043,2383,1447.27883079,1.0,7,1.6465382822598427,0.48366630196470406
North Dakota,LAMOURE,45,C38045,4083,1162.57605906,1.0,6,3.5120282825205487,0.5160952656165391
North Dakota,MCKENZIE,53,C38053,14685,2889.44451939,2.0,14,5.0822917351256836,0.48452219470043967
North Dakota,MOUNTRAIL,61,C38061,9797,1961.01858615,1.0,5,4.995873098395315,0.2549695365109378
North Dakota,OLIVER,65,C38065,1874,738.46234956,1.0,3,2.5377055460127256,0.40624955379072447
North Dakota,PEMBINA,67,C38067,6825,1132.56061152,1.0,9,6.026167545099617,0.7946594564966528
North Dakota,RANSOM,73,C38073,5692,872.5763322900002,1.0,1,6.523211539627535,0.1146031542450375
North Dakota,ROLETTE,79,C38079,12180,948.9832489800002,2.0,5,12.834789247430324,0.526879689960194
North Dakota,SARGENT,81,C38081,3851,875.62548255,1.0,2,4.397999003849343,0.22840815392621877
North Dakota,SLOPE,87,C38087,699,1231.81533189,1.0,3,0.5674551874001355,0.24354299888417832
North Dakota,STUTSMAN,93,C38093,21575,2321.2702909500003,2.0,13,9.294479873418895,0.5600381847251246
North Dakota,TOWNER,95,C38095,2161,1052.15165328,1.0,3,2.0538864271735475,0.28512999914487
North Dakota,TRAILL,97,C38097,7997,871.1420679,1.0,8,9.17990336441655,0.9183347119586395
North Dakota,WALSH,99,C38099,10553,1307.09583615,2.0,7,8.07362376050669,0.5355383902544001
North Dakota,WARD,101,C38101,69879,2076.7357930800003,2.0,21,33.64847865233867,1.0112022949657435
Texas,WARD,475,C48475,11622,844.28185413,1.0,21,13.7655451709027,2.487321016941634
North Dakota,WILLIAMS,105,C38105,40917,2169.49044975,2.0,20,18.860189038727984,0.9218754570827766
Ohio,WILLIAMS,171,C39171,37098,427.36343208000005,1.0,20,86.80667838013679,4.679857586939285
Ohio,ASHLAND,5,C39005,52443,431.14394973,1.0,14,121.63686869047324,3.2471753363968983
Wisconsin,ASHLAND,3,C55003,16024,2315.50297095,1.0,14,6.920310706155434,0.6046202564039945
Ohio,ASHTABULA,7,C39007,97518,1381.71471204,2.0,22,70.57752164773714,1.592224488043456
Ohio,ATHENS,9,C39009,62393,513.54953286,1.0,4,121.4936359741741,0.7788927345963431
Ohio,AUGLAIZE,11,C39011,46399,405.96262317,1.0,8,114.29377324860289,1.970624767751079
Ohio,BELMONT,13,C39013,66461,546.73903362,2.0,10,121.55890820517561,1.829026168808408
Ohio,CLERMONT,25,C39025,208527,464.88012870000006,2.0,6,448.5607947647257,1.2906552957594721
Ohio,COLUMBIANA,29,C39029,101872,540.12484656,2.0,13,188.6082461283023,2.406850949886063
Ohio,COSHOCTON,31,C39031,36580,573.24176676,1.0,3,63.81251702358074,0.5233393960381143
Ohio,CUYAHOGA,35,C39035,1264334,1258.10276748,3.0,3,1004.952880385504,0.2384542882779797
Ohio,DARKE,37,C39037,51868,605.79575004,2.0,7,85.61961683715215,1.155504970039456
Ohio,DEFIANCE,39,C39039,38229,418.36231437,1.0,4,91.37773333520246,0.9561090620754135
Ohio,GALLIA,53,C39053,29179,475.95333981,1.0,3,61.30642976819581,0.6303138877431969
Ohio,GEAUGA,55,C39055,95397,412.41529641000005,1.0,5,231.3129528182235,1.2123701626792431
Ohio,HIGHLAND,71,C39071,43282,563.4232355700001,1.0,5,76.81969302563954,0.8874323393747925
Virginia,HIGHLAND,91,C51091,2232,420.0528781800001,1.0,5,5.313616727662436,1.19032632788137
Ohio,HOCKING,73,C39073,28040,427.92586005,1.0,3,65.52536927009677,0.7010560192949014
Ohio,LICKING,89,C39089,178382,694.2935691900001,2.0,13,256.92589981513146,1.8724067997873715
Ohio,LORAIN,93,C39093,312902,932.09150229,2.0,12,335.69880127782494,1.2874272504918152
Ohio,MAHONING,99,C39099,228579,429.46960173,2.0,12,532.2355740178873,2.794144207567032
Ohio,MEDINA,103,C39103,182378,427.34925675000005,2.0,9,426.7656889987091,2.1060057687815315
Texas,MEDINA,325,C48325,49586,1348.00612908,2.0,9,36.78469921634698,0.6676527506697915
Ohio,MEIGS,105,C39105,22183,437.37629949,1.0,8,50.7183403075712,1.8290885924382168
Tennessee,MEIGS,121,C47121,12744,218.84306613,1.0,8,58.23351054874018,3.655587605068436
Ohio,MORROW,117,C39117,34943,411.33315444,1.0,16,84.95060420688029,3.8897909947917593
Oregon,MORROW,49,C41049,12173,2068.33334019,1.0,16,5.8854149684024195,0.7735696992889075
Ohio,MUSKINGUM,119,C39119,86374,679.3760025,1.0,11,127.13725489589986,1.6191328453642282
Ohio,PICKAWAY,129,C39129,58527,511.66647909000005,1.0,8,114.38505822013276,1.5635184884943054
Ohio,PORTAGE,133,C39133,161780,509.144142,2.0,8,317.7489175550605,1.5712642727410582
Wisconsin,PORTAGE,97,C55097,70351,831.12434613,2.0,8,84.64557719621423,0.9625515167797386
Ohio,PREBLE,135,C39135,40984,430.87350462,1.0,6,95.11840380193485,1.3925200634677168
Ohio,ROSS,141,C39141,77071,700.0209465600001,1.0,8,110.0981340326137,1.142822945415149
Ohio,SANDUSKY,143,C39143,58813,421.92744867,2.0,10,139.39126308418753,2.3700757159843495
Ohio,SCIOTO,145,C39145,73911,622.58261715,2.0,6,118.71677423045122,0.9637275173962025
Ohio,TRUMBULL,155,C39155,201961,643.00472574,2.0,14,314.0894489812245,2.177277932738075
Ohio,TUSCARAWAS,157,C39157,93231,577.17626967,1.0,10,161.529509959418,1.732572963493023
Ohio,VAN WERT,161,C39161,28929,414.56250264,1.0,8,69.78199865104905,1.929745201038378
Ohio,VINTON,163,C39163,12767,419.16806841,1.0,5,30.457949834843433,1.1928389533501775
Ohio,WOOD,173,C39173,132182,626.7926991300001,2.0,26,210.88631087035805,4.148101922069048
Texas,WOOD,499,C48499,44798,702.74230962,1.0,26,63.74740696091575,3.69979146610074
West Virginia,WOOD,107,C54107,84238,380.57001294,1.0,26,221.34691945179824,6.831857244648204
Wisconsin,WOOD,141,C55141,74164,817.42166883,2.0,26,90.72918278047747,3.1807329058470613
Ohio,WYANDOT,175,C39175,21893,411.68235264,1.0,4,53.17935019465011,0.9716228967185878
Oklahoma,ALFALFA,3,C40003,5699,890.34634182,1.0,3,6.400879896187812,0.33694752919044463
Oklahoma,ATOKA,5,C40005,14119,999.8358825,1.0,3,14.121317555333887,0.3000492433316925
Oklahoma,BEAVER,7,C40007,5045,1836.02415126,1.0,21,2.747785205623679,1.1437758041248216
Pennsylvania,BEAVER,7,C42007,168155,448.50667446000006,2.0,21,374.9219567411295,4.682204568144699
Utah,BEAVER,1,C49001,7072,2611.0423232400003,1.0,21,2.7084968853451863,0.8042765072433388
Oklahoma,BECKHAM,9,C40009,22355,912.9316825200002,2.0,8,24.48704588528754,0.8762977726785968
Oklahoma,CANADIAN,17,C40017,153947,914.65120539,3.0,7,168.31224743683384,0.765319059194292
Oklahoma,CIMARRON,25,C40025,2285,1859.54176824,1.0,1,1.2287973515984443,0.05377668934785314
Oklahoma,COAL,29,C40029,5266,526.69907706,1.0,1,9.998118905760133,0.18986173387315103
Oklahoma,COTTON,33,C40033,5520,648.3786699000001,1.0,2,8.513543483550059,0.30846172041848036
Oklahoma,CRAIG,35,C40035,14048,770.36401221,2.0,4,18.235535120208258,0.5192350546756338
Virginia,CRAIG,45,C51045,4883,332.49980868,1.0,4,14.685722735857064,1.203008211006108
Oklahoma,CREEK,37,C40037,71508,979.30249833,3.0,7,73.01931744475507,0.714794459519614
Oklahoma,DEWEY,43,C40043,4466,1018.56023646,1.0,8,4.384620408432157,0.7854223749990429
South Dakota,DEWEY,41,C46041,5228,2469.9547743,1.0,8,2.116637945924191,0.32389257014907286
Oklahoma,GARVIN,49,C40049,25643,821.95089639,2.0,6,31.1977273978577,0.7299706133726405
Oklahoma,GREER,55,C40055,5474,650.08662108,1.0,1,8.420416329913005,0.1538256545471868
Oklahoma,HARMON,57,C40057,2486,544.16402898,1.0,1,4.568475436827099,0.18376811893914316
Oklahoma,HUGHES,63,C40063,13349,822.91452009,2.0,18,16.221611934299148,2.1873474778439186
South Dakota,HUGHES,65,C46065,17751,808.8090874500001,1.0,18,21.94708278558672,2.225494282804129
Oklahoma,KAY,71,C40071,43578,954.45639315,2.0,10,45.657402803054396,1.0477168021261736
Oklahoma,KINGFISHER,73,C40073,15141,915.18107772,2.0,4,16.54426688729287,0.4370719737743312
Oklahoma,LE FLORE,79,C40079,48014,1624.86008217,2.0,7,29.54962124238865,0.4308063246068242
Oklahoma,LOVE,85,C40085,10141,537.6272522400001,1.0,4,18.862511075746205,0.7440099033920207
Oklahoma,MCCLAIN,87,C40087,41569,586.11646275,2.0,6,70.92276474365248,1.0236873354228269
Oklahoma,MAJOR,93,C40093,7765,967.62493113,1.0,4,8.024803568188318,0.41338331323571503
Oklahoma,MAYES,97,C40097,38989,690.4405634100001,2.0,3,56.46974130175402,0.43450517814066036
Oklahoma,MUSKOGEE,101,C40101,66200,848.49416496,3.0,7,78.02057189529502,0.8249909414910351
Oklahoma,NOWATA,105,C40105,9311,586.70207622,1.0,2,15.870064854702484,0.34088851583508717
Oklahoma,OKFUSKEE,107,C40107,11286,635.0952531300001,1.0,1,17.770562674462038,0.15745669568015275
Oklahoma,OKLAHOMA,109,C40109,795336,725.69492229,4.0,3,1095.9646754730497,0.4133968569785788
Oklahoma,OKMULGEE,111,C40111,36515,709.53900537,2.0,2,51.46299177866718,0.28187315776347904
Oklahoma,PAYNE,119,C40119,81605,704.2923147,2.0,4,115.8680824662419,0.5679459957906595
Oklahoma,PITTSBURG,121,C40121,43573,1391.79489774,2.0,5,31.307055422285245,0.35924833523380584
Oklahoma,ROGER MILLS,129,C40129,3442,1157.9932065,1.0,3,2.972383586258975,0.25906887736132844
Oklahoma,ROGERS,131,C40131,95011,718.81781361,2.0,1,132.17674659847665,0.1391173091520736
Oklahoma,SEQUOYAH,135,C40135,39237,721.35449685,2.0,5,54.393505788540224,0.6931404769546631
Oklahoma,TILLMAN,141,C40141,6959,888.07758078,1.0,1,7.836027111379052,0.11260277498748458
Oklahoma,TULSA,143,C40143,668481,592.7386354500001,4.0,2,1127.783748215598,0.33741684452231197
Oklahoma,WAGONER,145,C40145,80907,596.76686238,2.0,4,135.57555739159204,0.6702785044141646
Oklahoma,WASHITA,149,C40149,10916,1018.9017462,1.0,3,10.713496213654835,0.294434670584138
Oklahoma,WOODS,151,C40151,8623,1303.01070081,1.0,2,6.617750717349921,0.15349068113997266
Oklahoma,WOODWARD,153,C40153,20453,1259.11295796,1.0,3,16.24397546756862,0.23826297561583076
Oregon,CLACKAMAS,5,C41005,421252,1901.99226672,4.0,17,221.4793442490974,0.8937996382770067
Oregon,CLATSOP,7,C41007,41036,1094.53557603,3.0,5,37.49170049715703,0.45681475408369515
Oregon,CROOK,13,C41013,24712,3017.1941787,1.0,15,8.190390984595995,0.4971506343838618
Wyoming,CROOK,11,C56011,7143,2894.28944415,1.0,15,2.4679632558649534,0.5182619184932704
Oregon,DESCHUTES,17,C41017,197964,3085.01735022,2.0,4,64.16949323992706,0.12965891422668174
Oregon,HARNEY,25,C41025,7472,10330.96005201,1.0,3,0.7232628877067666,0.02903892750428667
Oregon,HOOD RIVER,27,C41027,23966,538.6851003300001,2.0,2,44.489814151752775,0.37127442336437266
Oregon,JOSEPHINE,33,C41033,88032,1657.38788865,3.0,6,53.11490484687029,0.3620154365244704
Oregon,KLAMATH,35,C41035,69248,6199.177323690001,3.0,5,11.17051447058475,0.08065586349486448
Oregon,MALHEUR,45,C41045,31546,10030.03896414,2.0,4,3.145152288319633,0.039880203998220155
Oregon,TILLAMOOK,57,C41057,27318,1345.85950278,3.0,6,20.29780964771738,0.4458117647203466
Oregon,UMATILLA,59,C41059,79888,3264.1422957000004,2.0,1,24.474423221450856,0.030635919313852965
Oregon,WALLOWA,63,C41063,7373,3183.1905631500003,1.0,1,2.316229535659303,0.03141502150629734
Oregon,WASCO,65,C41065,26599,2419.10629038,2.0,8,10.995382925411581,0.3307006406379663
Oregon,YAMHILL,71,C41071,105667,725.65777713,3.0,11,145.61547237585796,1.515866066164874
Pennsylvania,ALLEGHENY,3,C42003,1249907,751.7701666800002,2.0,4,1662.618517465109,0.5320775121557393
Pennsylvania,ARMSTRONG,5,C42005,65530,670.6753462500001,1.0,14,97.70748301156894,2.087448133926393
Texas,ARMSTRONG,11,C48011,1844,923.05249023,1.0,14,1.9977195441404687,1.516706812254152
Pennsylvania,BEDFORD,9,C42009,47550,1027.14259596,1.0,11,46.2934749148031,1.0709321221090096
Tennessee,BEDFORD,3,C47003,50187,479.58319773000005,2.0,11,104.64711907662519,2.293658337503491
Virginia,BEDFORD,19,C51019,79441,784.1822203800001,1.0,11,101.30426058563833,1.402735195229191
Pennsylvania,BERKS,11,C42011,428624,874.4940516,3.0,14,490.1394117155822,1.6009256980519408
Pennsylvania,BLAIR,13,C42013,122666,531.86361735,2.0,10,230.6343130052417,1.8801812483103852
Pennsylvania,BUCKS,17,C42017,646216,628.13308467,3.0,7,1028.7883503851738,1.114413516950403
Pennsylvania,CAMBRIA,21,C42021,133467,699.72498492,2.0,18,190.74208135537617,2.572439227971537
Pennsylvania,CENTRE,27,C42027,158157,1124.25966783,1.0,14,140.67657546167086,1.245263919057261
Pennsylvania,CHESTER,29,C42029,534152,766.86405315,3.0,22,696.5406682004416,2.8688266074843334
South Carolina,CHESTER,23,C45023,32263,592.08048549,2.0,22,54.49090248819712,3.71571104590502
Tennessee,CHESTER,23,C47023,17340,288.84533496,2.0,22,60.03212758274696,7.616532911305842
Pennsylvania,CLARION,31,C42031,37191,616.00025838,1.0,6,60.37497467583449,0.974025565472848
Pennsylvania,CLEARFIELD,33,C42033,80509,1166.22212148,1.0,14,69.03401892070926,1.2004574207727454
Pennsylvania,DAUPHIN,43,C42043,286115,563.790396,3.0,8,507.4847000408996,1.4189670588145316
Pennsylvania,FOREST,53,C42053,6973,434.8364553,1.0,8,16.035913997112374,1.839772149389058
Wisconsin,FOREST,41,C55041,9147,1057.08434949,1.0,8,8.653046471091029,0.7567986418358831
Pennsylvania,HUNTINGDON,61,C42061,44088,898.24382817,1.0,3,49.082441334243136,0.33398503901907417
Pennsylvania,INDIANA,63,C42063,83148,842.8114464900002,1.0,12,98.65551820194285,1.4238060066668041
Pennsylvania,JUNIATA,67,C42067,23482,397.48818447,1.0,3,59.075969846274205,0.7547394154621524
Pennsylvania,LACKAWANNA,69,C42069,215724,469.72348761,2.0,6,459.257426316119,1.2773472390168519
Pennsylvania,LEBANON,75,C42075,143188,366.15970443,2.0,8,391.0534072090222,2.1848389932621295
Pennsylvania,LEHIGH,77,C42077,373891,351.7339761,3.0,5,1062.993698094439,1.4215288654907967
Pennsylvania,LUZERNE,79,C42079,325461,915.28069269,3.0,7,355.5859995729547,0.7647927084998456
Pennsylvania,LYCOMING,81,C42081,114105,1256.50370001,2.0,13,90.81151133824109,1.034616929492252
Pennsylvania,MCKEAN,83,C42083,40379,994.66787979,1.0,7,40.59545987201783,0.7037524928901776
Pennsylvania,MIFFLIN,87,C42087,46143,418.90276272,1.0,4,110.15205462094929,0.9548755357991401
Pennsylvania,NORTHUMBERLAND,97,C42097,91636,482.04748644000006,2.0,10,190.09745425029996,2.0744844193362866
Virginia,NORTHUMBERLAND,133,C51133,11831,288.47998101,2.0,10,41.011511296480165,3.466445042386964
Pennsylvania,POTTER,105,C42105,16396,1092.38287782,1.0,18,15.009389411815452,1.6477739046882054
South Dakota,POTTER,107,C46107,2466,907.72833606,1.0,18,2.716671830146547,1.9829721387931
Texas,POTTER,375,C48375,118502,931.2844398,3.0,18,127.24576395311529,1.9328144260485691
Pennsylvania,SCHUYLKILL,107,C42107,142966,790.65877917,2.0,21,180.81883584481238,2.6560130050089255
Pennsylvania,SNYDER,109,C42109,39723,334.89536067,1.0,5,118.61316896277445,1.4930036623967784
Pennsylvania,SUSQUEHANNA,115,C42115,38411,840.5379609900002,2.0,5,45.698114520323216,0.594857131034381
Pennsylvania,VENANGO,121,C42121,50453,689.7100645500001,2.0,9,73.15102764654878,1.304896138621963
Pennsylvania,WESTMORELAND,129,C42129,354424,1046.39221908,2.0,16,338.7104696856535,1.5290633577213892
Virginia,WESTMORELAND,193,C51193,18477,255.47362971,2.0,16,72.32449008914972,6.262877314641962
Rhode Island,NEWPORT,5,C44005,85564,316.79527191,2.0,6,270.09241483979065,1.893967660509962
Rhode Island,PROVIDENCE,7,C44007,660349,440.08483818,3.0,8,1500.5038635980213,1.8178313147720628
South Carolina,ABBEVILLE,1,C45001,24291,516.9080096700001,1.0,12,46.99288760394262,2.3214962383076507
South Carolina,AIKEN,3,C45003,168745,1091.07364626,3.0,7,154.65958744254053,0.6415698907213746
South Carolina,ALLENDALE,5,C45005,8033,416.58045234,2.0,4,19.283189969374067,0.9601986789181659
South Carolina,BAMBERG,9,C45009,13290,399.55554366,2.0,5,33.26195872108601,1.2513904710717085
South Carolina,BARNWELL,11,C45011,20573,562.88819613,2.0,9,36.54899879131349,1.5988965591883606
South Carolina,BERKELEY,15,C45015,229449,1246.33774317,4.0,10,184.09857300510495,0.802350731557361
West Virginia,BERKELEY,3,C54003,122020,324.80310993,2.0,10,375.67374286008885,3.0787882548769785
South Carolina,CHARLESTON,19,C45019,407722,1371.69794151,4.0,10,297.238909282877,0.7290234750218948
South Carolina,CHESTERFIELD,25,C45025,43159,813.78540711,2.0,7,53.03486597685594,0.8601776265390568
Virginia,CHESTERFIELD,41,C51041,364108,441.41830551,3.0,7,824.8593124821177,1.5857973973037738
South Carolina,CLARENDON,27,C45027,31118,702.6841364400001,3.0,5,44.284477742236696,0.7115572617494167
South Carolina,COLLETON,29,C45029,38512,1144.72671573,3.0,10,33.642964273303114,0.8735709460246965
South Carolina,DARLINGTON,31,C45031,62874,571.9683524100001,2.0,3,109.92566238163204,0.524504544239107
South Carolina,DILLON,33,C45033,28257,410.92704198,3.0,5,68.76403135663016,1.2167610035854861
South Carolina,EDGEFIELD,37,C45037,25644,512.12156151,1.0,10,50.07404867779476,1.952661389712789
South Carolina,FLORENCE,41,C45041,136859,812.3959170600002,3.0,22,168.46342666920637,2.7080392131482327
Wisconsin,FLORENCE,37,C55037,4558,502.45419627,1.0,22,9.071473646427071,4.378508561241675
South Carolina,GREENVILLE,45,C45045,525347,803.6073045,3.0,6,653.7359691209725,0.7466333327735449
South Carolina,HAMPTON,49,C45049,18531,568.38609828,2.0,7,32.60283820465856,1.231557214573471
Virginia,HAMPTON,650,C51650,137063,137.65072581,3.0,7,995.7303108534912,5.085334609613417
South Carolina,KERSHAW,55,C45055,65395,747.73343892,2.0,2,87.45763743621556,0.2674749978934645
South Carolina,LEXINGTON,63,C45063,293888,765.26976006,3.0,3,384.0319000413111,0.39201862618546285
South Carolina,MCCORMICK,65,C45065,9500,397.57930992,1.0,6,23.894603574596395,1.5091328573429301
South Carolina,MARLBORO,69,C45069,26656,490.3689492,2.0,3,54.3590699278314,0.6117842503882585
South Carolina,NEWBERRY,71,C45071,37683,653.82075564,2.0,16,57.63506232394467,2.44715388154636
South Carolina,ORANGEBURG,75,C45075,84183,1139.27071908,3.0,26,73.89200704462996,2.282161699108346
South Carolina,SALUDA,81,C45081,18852,466.29508497,1.0,12,40.42933457300516,2.5734776940168786
South Carolina,SPARTANBURG,83,C45083,327446,828.04865403,3.0,2,395.4429469891231,0.24153170109827152
South Carolina,WILLIAMSBURG,89,C45089,30987,946.50621507,3.0,7,32.73829532932155,0.7395619689071251
Virginia,WILLIAMSBURG,830,C51830,15425,9.19100325,1.0,7,1678.271629378436,76.16143536887553
South Dakota,AURORA,3,C46003,2747,719.98065438,1.0,1,3.8153802929129195,0.13889262078314232
South Dakota,BEADLE,5,C46005,19129,1277.58002463,2.0,10,14.972838985596969,0.7827298335300835
South Dakota,BENNETT,7,C46007,3380,1202.46853701,1.0,3,2.8108843566123936,0.24948677721411777
South Dakota,BON HOMME,9,C46009,6996,587.49044757,1.0,6,11.908278728508893,1.0212932014158569
South Dakota,BROOKINGS,11,C46011,34375,813.06245748,2.0,10,42.278424841483435,1.2299178135704272
South Dakota,BRULE,15,C46015,5033,855.0224475,1.0,3,5.8863951639117635,0.35086798115905604
South Dakota,CHARLES MIX,23,C46023,9373,1161.84819426,1.0,4,8.067318989095488,0.34427905640010614
South Dakota,CODINGTON,29,C46029,28315,724.4039049,2.0,1,39.087310005470954,0.13804453471824457
South Dakota,CORSON,31,C46031,3902,2555.18862573,1.0,3,1.5270888265187175,0.11740816195684656
South Dakota,DAVISON,35,C46035,19950,441.35891709,2.0,4,45.201307207149696,0.9062918738275627
South Dakota,DAY,37,C46037,5449,1102.10760153,1.0,4,4.944163339800424,0.36294096823640476
South Dakota,EDMUNDS,45,C46045,3952,1162.68578673,1.0,3,3.3990266717844873,0.25802327974072525
